presion_aceite,voltaje_bateria,voltaje_alternador,temp_vacio,temp_carga,nivel_refrigerante
4.81,17.15,13.34,71.89,87.74,1
2.54,12.08,15.87,55.99,88.72,1
8.66,10.68,13.18,56.9,70.36,1
3.84,15.84,14.85,57.16,79.26,1
9.13,13.35,12.78,54.66,71.08,1
5.94,11.72,12.59,68.61,128.4,1
1.4,13.51,15.02,66.28,79.75,1
5.93,11.57,13.77,70.59,87.55,1
2.39,13.81,15.64,58.54,128.85,1
2.72,10.67,14.06,60.66,75.22,1
3.07,12.81,14.45,61.36,71.65,1
3.99,12.82,13.04,58.16,79.92,1
4.61,10.64,13.77,31.87,88.93,1
6.41,13.41,13.67,70.07,72.37,1
4.49,13.59,17.55,55.52,84.72,1
3.43,12.3,10.87,60.05,74.94,1
4.21,11.05,13.77,51.74,80.99,1
5.72,13.41,13.18,35.18,47.89,0
5.44,8.04,13.89,59.12,44.61,1
0.7,17.65,10.82,73.58,67.34,1
6.84,16.32,12.19,72.15,83.79,1
3.97,10.5,13.51,85.38,70.86,1
5.34,11.44,15.13,56.75,73.73,1
7.25,10.77,13.12,53.16,75.38,1
3.17,13.1,12.43,101.79,76.82,1
5.87,13.47,13.37,61.52,75.97,1
6.88,12.77,14.13,50.54,85.47,1
2.21,13.4,12.47,63.92,71.48,1
3.0,13.39,15.22,46.06,88.55,1
6.37,11.74,14.35,74.48,81.67,1
3.73,11.12,14.52,53.01,118.63,1
4.09,12.34,12.67,68.75,85.56,1
6.72,10.63,12.56,56.84,87.91,1
4.51,11.58,14.77,71.85,84.78,1
6.12,13.31,13.27,59.51,73.27,1
4.01,11.2,13.05,72.3,81.15,1
3.59,11.01,13.13,71.71,74.07,1
5.09,10.17,14.63,60.37,42.41,1
2.16,11.22,13.51,58.6,72.04,1
4.3,5.13,12.13,65.26,70.19,1
5.22,13.25,13.47,66.14,84.84,1
2.51,12.5,13.36,52.58,76.76,1
3.32,11.64,11.64,69.18,85.45,1
2.69,10.42,15.25,60.63,79.87,1
3.42,10.97,9.14,60.72,74.83,1
3.13,12.86,12.54,73.41,73.29,1
3.64,13.53,14.62,52.64,74.2,1
5.72,13.46,15.89,75.67,84.33,1
6.75,14.73,13.46,58.81,63.98,1
3.24,10.35,15.52,57.82,85.21,1
4.41,10.96,15.06,51.96,73.09,1
2.7,17.79,12.3,52.3,86.66,1
3.83,12.46,15.54,59.71,40.2,1
4.7,10.28,15.67,75.36,86.59,1
5.44,12.27,14.45,68.16,85.22,1
6.6,12.03,15.18,59.99,75.06,1
6.47,9.21,15.16,54.01,89.71,1
5.38,13.55,12.98,60.02,86.29,1
9.73,11.87,12.27,50.14,71.64,1
2.54,10.28,15.73,23.83,73.87,1
0.95,11.67,12.54,21.32,83.94,1
5.27,13.04,12.44,51.14,77.48,0
5.38,11.98,15.73,55.29,81.67,0
1.03,10.79,13.36,70.16,69.83,1
2.58,6.38,14.33,60.31,61.76,1
4.19,13.1,14.95,55.27,72.54,0
6.76,13.39,14.14,59.64,71.32,1
2.99,10.18,13.9,61.68,72.6,1
4.04,15.18,13.23,63.19,65.6,1
5.6,12.37,14.66,64.27,72.52,1
2.55,6.07,9.99,70.82,105.91,1
5.87,13.88,13.67,63.32,79.78,1
5.44,12.02,15.83,30.84,86.14,1
5.46,13.05,15.35,58.7,53.2,0
1.45,17.47,15.84,24.15,88.72,1
1.32,12.17,14.82,53.03,87.37,1
3.47,13.55,12.7,61.85,92.23,1
3.75,10.91,14.29,64.13,74.61,1
2.11,5.82,17.13,31.0,73.11,1
4.0,13.73,13.34,74.57,74.56,1
3.98,17.99,12.63,75.5,105.69,0
4.53,12.68,15.6,68.48,75.79,1
7.29,13.56,14.32,59.99,87.75,1
4.86,10.54,12.8,74.63,70.89,1
5.43,10.56,13.11,50.87,83.4,1
4.33,12.79,12.18,77.76,43.0,1
4.71,5.88,14.2,56.85,76.06,1
8.18,16.05,12.4,112.79,118.78,1
1.53,12.04,18.28,87.49,84.02,1
2.5,11.0,10.58,66.75,85.44,1
1.53,15.31,18.91,60.28,80.17,1
3.84,12.83,15.09,75.67,72.57,1
2.76,12.17,12.82,67.71,89.02,1
6.8,10.68,12.61,74.43,85.11,1
4.72,11.7,12.29,50.31,83.8,1
6.13,11.76,15.71,72.32,89.03,1
2.33,12.52,14.25,53.09,70.36,1
2.45,13.58,13.94,68.66,80.04,1
4.2,8.05,14.53,64.72,86.7,1
5.23,10.45,12.19,53.97,74.16,1
4.79,11.91,14.24,66.65,107.05,1
3.1,13.66,13.6,75.49,83.48,1
6.25,11.18,12.9,51.39,78.24,1
1.62,5.28,15.35,63.61,90.34,1
6.28,10.75,13.25,32.85,94.29,1
5.77,13.0,13.52,59.04,81.93,1
2.26,13.28,8.84,74.08,80.98,1
3.86,11.57,13.15,29.77,84.22,1
4.43,12.84,13.93,63.61,73.36,1
6.48,11.3,15.84,72.27,86.47,1
3.45,10.21,15.87,66.93,104.05,0
8.39,8.23,16.67,58.44,68.89,1
3.98,11.19,13.22,52.26,70.28,1
8.74,8.95,12.87,61.24,71.13,0
2.17,13.05,13.66,56.87,74.33,1
0.87,14.62,19.37,103.45,87.2,1
7.72,15.83,10.15,60.5,80.06,1
3.45,11.85,15.74,28.17,86.5,1
3.11,11.71,13.28,64.89,85.36,1
7.1,11.96,13.22,98.98,81.44,1
8.63,12.35,10.82,69.72,100.96,1
6.83,11.79,13.08,61.93,73.13,1
3.56,11.99,13.99,50.12,89.73,1
4.64,13.8,12.13,55.47,74.79,1
4.84,10.27,18.21,56.64,72.31,1
5.29,12.04,13.15,58.73,72.46,1
9.47,13.78,9.15,66.24,67.19,1
6.57,10.4,15.42,67.49,72.47,1
3.59,5.96,13.54,55.53,80.15,1
5.29,10.82,14.07,52.69,86.3,1
4.0,13.57,13.48,66.6,74.31,1
1.62,16.93,12.26,52.19,42.36,1
5.89,15.34,15.68,50.47,46.64,1
0.82,11.16,14.37,53.52,72.99,1
1.63,12.15,19.81,71.42,120.75,1
3.79,12.29,14.13,63.01,85.69,1
2.25,9.65,12.81,60.17,100.79,0
8.81,8.65,13.92,64.83,112.3,0
5.06,12.08,14.41,69.2,85.81,1
2.28,10.8,13.26,73.97,113.25,1
2.43,11.68,13.12,52.31,77.37,0
3.2,10.85,19.54,66.23,81.41,1
6.45,13.75,15.31,62.5,88.12,1
4.25,5.47,14.87,56.93,76.32,1
0.59,15.85,15.8,75.09,81.86,0
9.79,11.8,11.58,33.09,87.32,1
9.34,14.53,15.69,51.45,76.47,1
4.92,10.19,14.41,50.84,78.78,1
2.91,13.17,14.96,70.69,117.02,1
4.86,10.23,15.68,67.43,79.93,1
5.11,13.62,12.58,70.13,70.24,1
3.84,10.73,15.3,53.45,74.67,1
6.65,10.82,8.22,73.49,85.17,1
4.24,11.5,15.24,64.74,85.26,1
6.45,13.44,14.81,63.3,88.84,1
4.47,11.96,15.32,60.24,77.59,1
3.86,17.04,14.82,43.34,81.5,0
3.0,13.76,15.68,69.09,76.3,1
6.75,12.83,12.89,58.01,88.6,1
5.78,8.96,11.84,105.33,80.69,1
4.29,10.25,14.98,66.09,72.54,1
4.67,13.47,14.32,47.29,61.1,1
7.48,6.34,14.64,43.58,87.47,1
2.34,11.0,14.87,57.49,77.83,1
2.3,11.38,14.08,70.49,88.16,1
3.37,12.48,15.1,65.92,71.25,1
3.66,10.53,12.8,102.36,78.71,1
6.25,13.3,9.79,68.7,75.7,1
2.24,12.34,13.17,92.5,73.93,1
5.93,13.41,12.24,63.06,74.38,1
6.59,7.2,12.45,61.58,122.23,1
1.52,12.1,18.95,73.46,88.72,1
3.87,12.22,13.23,72.76,84.92,1
4.27,12.16,15.48,54.57,85.06,1
3.8,17.41,12.52,54.69,70.22,1
5.43,11.18,13.36,55.25,76.01,1
9.96,16.48,13.46,96.95,54.26,1
2.49,11.22,15.25,52.05,72.85,1
2.17,12.82,13.2,33.07,58.74,1
3.01,13.67,14.32,51.7,71.41,1
4.89,12.82,13.4,72.19,68.87,1
5.09,17.56,14.87,67.76,70.62,1
5.27,10.17,10.71,52.32,82.11,1
3.77,10.86,13.99,64.35,77.55,1
5.66,12.45,12.61,62.13,82.39,1
4.98,13.51,12.37,53.24,72.69,1
2.37,10.42,15.41,60.0,67.65,1
0.67,11.21,14.3,64.55,76.98,1
6.62,15.96,15.06,72.64,86.14,1
3.8,13.77,13.85,68.86,84.81,1
6.73,11.85,14.01,56.46,87.89,1
4.08,10.33,12.32,51.94,78.63,1
8.63,11.64,13.49,60.53,74.12,1
4.46,13.32,15.03,62.05,83.66,0
5.39,12.84,15.47,71.11,84.07,1
2.19,12.74,10.37,88.89,75.03,1
6.62,12.77,15.68,72.81,84.06,1
4.1,13.66,13.78,75.69,72.61,1
2.24,10.3,15.51,53.35,88.07,1
5.6,10.63,18.12,59.35,63.87,1
4.61,12.44,14.4,80.37,88.76,0
5.59,11.34,15.52,64.75,74.19,1
2.67,12.05,13.68,22.89,70.21,1
3.97,12.85,13.81,59.81,72.74,1
2.73,12.0,13.44,61.78,70.92,1
2.28,13.14,13.03,68.09,75.17,1
2.73,10.93,15.37,69.77,84.35,1
6.25,11.57,12.76,71.74,89.87,1
6.87,10.13,10.0,52.14,73.57,1
2.47,11.16,13.21,92.88,86.62,1
6.06,13.55,13.4,73.5,73.57,1
3.69,11.65,15.45,54.95,77.05,1
2.31,6.67,15.56,35.57,72.09,0
4.05,13.0,13.19,58.45,75.2,1
2.17,12.18,18.49,49.31,82.05,1
4.94,12.75,12.63,51.83,89.38,1
2.36,13.83,14.1,70.01,80.56,1
2.89,10.98,15.41,52.94,87.25,1
4.47,11.26,14.64,53.45,82.21,1
3.52,13.59,15.38,63.07,81.63,1
9.63,11.01,15.04,26.34,82.56,1
3.69,11.75,9.56,86.22,80.0,0
3.23,13.89,13.29,51.23,74.15,1
5.09,7.14,18.01,58.15,47.36,1
5.46,11.59,12.81,69.77,73.89,1
4.81,11.27,18.85,59.53,77.33,1
4.7,11.53,14.72,72.34,68.23,1
6.48,10.47,15.57,50.33,75.48,1
6.31,11.45,12.27,59.69,85.42,1
4.0,9.9,14.12,74.39,86.15,1
4.52,12.36,15.17,53.14,85.2,1
2.35,11.3,13.73,62.79,85.67,1
2.33,9.63,14.76,29.34,127.58,1
5.18,10.95,11.27,69.31,86.12,1
4.58,14.88,13.17,57.07,78.71,1
6.56,13.43,13.99,65.54,83.29,1
0.58,10.88,15.09,64.78,72.97,1
3.68,11.51,13.56,75.19,84.59,1
6.57,13.52,15.58,61.52,72.99,1
4.38,11.96,12.57,58.37,78.56,1
4.42,11.91,13.31,67.47,50.77,1
2.37,13.24,13.75,56.04,70.27,1
2.95,11.16,14.24,61.6,82.71,1
6.25,12.34,15.64,61.2,79.62,1
4.56,10.93,15.35,62.34,82.63,1
2.85,12.6,14.38,57.01,82.12,1
6.84,13.54,13.54,63.81,71.84,1
1.42,10.35,14.24,64.19,87.82,1
3.1,11.01,17.58,75.02,85.21,1
9.94,12.62,15.01,66.2,122.31,0
3.78,9.26,12.19,66.55,89.01,1
3.5,12.52,13.64,57.08,81.83,1
4.15,12.58,13.7,61.8,72.65,1
5.27,13.69,13.69,66.25,72.5,1
5.9,12.72,13.65,57.29,79.84,1
6.21,10.2,14.29,62.98,77.44,1
6.74,8.79,19.25,52.7,51.48,1
1.55,9.48,12.96,64.28,56.82,1
4.33,13.24,13.4,59.79,77.21,1
6.32,11.78,15.03,61.71,83.64,1
2.66,12.85,11.16,63.94,98.36,1
5.68,13.48,13.62,43.53,89.54,1
2.25,12.59,12.18,63.17,75.72,1
2.77,10.83,15.46,59.55,76.26,1
2.82,13.24,12.72,56.75,89.08,1
6.66,13.24,13.51,52.81,77.63,1
9.42,10.93,9.06,42.64,106.32,1
5.56,11.52,12.33,61.83,117.52,1
2.67,10.14,13.45,54.38,45.39,1
4.28,12.47,14.73,71.23,72.75,1
2.68,11.88,15.82,75.4,69.13,1
6.17,10.99,15.26,57.3,84.91,1
2.53,12.0,13.83,70.24,81.03,1
4.68,12.21,13.78,62.21,73.94,1
6.03,10.33,12.81,72.51,79.8,1
7.76,11.55,10.94,54.96,107.08,1
4.41,15.93,18.18,57.88,43.13,1
3.16,12.3,9.19,54.23,72.99,1
2.25,12.12,15.39,75.33,88.77,1
7.35,10.41,14.2,72.8,81.15,1
4.24,13.3,13.78,68.11,84.39,1
1.4,11.95,13.63,74.4,71.07,1
5.66,13.6,13.59,61.93,82.79,1
9.36,8.51,19.64,64.2,87.39,1
0.62,11.89,10.82,85.52,70.12,1
4.95,12.01,14.68,72.09,77.73,1
6.17,17.92,15.1,55.73,80.27,1
5.14,11.85,15.6,55.88,74.26,1
5.52,11.27,19.16,71.23,76.7,1
5.66,12.75,14.1,50.96,84.89,1
4.0,10.63,10.0,116.18,105.88,1
4.36,11.94,14.36,74.79,75.58,1
4.63,10.34,13.4,69.31,107.29,1
4.45,12.47,12.82,50.78,89.26,1
4.1,17.42,8.92,63.45,49.01,1
2.77,12.38,13.18,66.48,76.27,1
7.23,13.84,13.87,64.81,80.47,1
6.06,12.74,12.68,68.54,70.56,1
2.78,13.59,14.52,60.15,81.59,1
5.09,11.74,12.18,119.65,79.05,1
2.58,13.52,14.35,94.14,73.65,1
4.81,11.48,15.46,74.87,77.74,1
4.74,11.18,13.87,62.17,75.99,1
6.11,13.71,14.71,83.47,114.01,1
6.49,6.17,12.55,72.3,51.55,1
8.47,12.07,13.62,70.77,87.37,1
2.68,11.64,9.88,73.0,86.08,1
5.07,17.32,15.06,71.68,120.67,0
2.55,12.8,13.45,34.13,101.03,0
5.16,10.14,12.22,73.8,52.15,1
9.39,10.34,15.25,108.93,86.8,0
2.61,10.32,14.69,68.89,72.54,1
1.54,11.5,19.01,65.29,42.79,1
6.56,11.85,12.77,74.17,81.42,1
0.75,11.98,13.48,66.36,87.91,1
2.77,10.37,12.71,70.63,105.78,1
7.44,13.63,15.64,57.1,79.33,1
0.71,12.31,15.02,59.13,82.09,1
6.07,13.25,15.3,56.3,88.33,1
4.6,11.3,12.86,53.76,72.34,1
6.64,11.32,15.17,63.98,97.94,1
3.99,5.23,12.33,30.11,90.88,0
2.25,12.14,16.73,63.04,73.74,1
9.19,11.17,17.11,44.23,41.9,1
0.58,10.17,12.7,53.64,119.69,1
4.75,10.59,14.43,74.15,88.08,1
7.18,10.42,15.03,74.4,71.39,1
4.15,13.1,14.17,51.59,78.58,1
5.06,16.98,14.47,54.49,70.46,1
8.58,7.43,14.59,55.13,44.21,1
5.41,10.43,8.0,33.85,89.52,1
6.4,13.6,14.57,57.88,87.08,1
2.24,6.67,10.96,108.68,84.13,1
6.52,10.84,14.42,113.79,88.09,1
4.24,5.81,12.98,75.25,72.79,1
4.73,13.48,16.75,66.56,89.18,1
4.73,10.5,12.82,75.32,81.75,1
3.4,10.86,14.94,73.24,75.78,1
6.35,12.33,14.4,66.39,88.47,1
2.64,12.77,15.2,57.93,77.24,1
9.69,11.28,12.71,55.95,80.22,1
5.21,12.85,12.49,57.36,85.91,1
6.09,13.42,13.68,71.74,84.25,1
5.61,11.03,13.44,70.85,85.63,1
3.19,11.59,12.64,72.34,80.33,1
3.51,11.24,12.4,74.85,116.19,1
2.99,13.39,14.74,72.08,80.85,1
0.51,12.39,15.89,63.57,84.42,0
1.5,12.32,11.5,71.4,97.27,1
5.29,12.83,14.91,58.85,86.37,1
5.59,13.22,16.9,57.27,75.79,1
6.66,11.05,14.15,75.33,81.7,1
7.74,6.7,12.49,64.76,75.55,1
2.37,11.02,14.26,64.37,84.91,1
6.21,13.27,14.45,52.76,88.5,1
1.23,16.15,13.78,90.85,86.4,1
2.36,15.17,14.41,68.07,71.02,1
6.85,13.54,13.39,53.6,77.18,1
4.57,11.43,12.24,64.2,86.49,1
3.63,11.35,12.19,67.46,79.98,1
4.39,12.04,13.34,69.33,80.32,1
8.88,11.97,14.02,68.06,80.78,1
4.73,13.87,12.33,58.17,83.23,1
1.65,17.35,9.39,53.55,129.08,1
6.18,11.39,19.56,23.17,66.12,1
6.87,12.61,8.36,70.78,80.23,1
4.37,13.41,14.01,52.52,87.84,1
4.68,13.46,15.13,58.59,86.54,1
9.5,10.51,12.67,75.04,84.59,1
1.11,10.76,8.56,70.02,88.58,1
4.32,10.68,12.8,65.53,88.77,1
4.34,17.79,14.75,93.81,83.71,1
2.84,10.79,15.42,74.69,88.07,1
4.85,13.14,12.99,60.41,70.85,1
6.46,11.22,18.84,117.88,81.31,1
4.62,13.3,14.83,75.07,84.23,1
4.41,11.28,13.82,75.51,89.46,1
6.57,15.62,14.01,66.14,87.21,1
2.74,13.12,12.17,68.48,87.05,1
6.71,13.1,14.13,63.12,86.18,1
3.14,10.12,12.88,67.35,120.31,1
5.17,11.74,15.7,53.36,80.07,1
2.85,12.67,13.21,66.05,77.16,1
4.4,13.67,13.52,69.09,76.13,1
2.42,14.32,15.63,64.29,89.19,1
4.22,11.57,15.49,59.04,74.31,1
9.95,11.34,13.78,68.47,88.94,1
3.18,10.4,15.0,67.29,56.38,1
3.55,13.54,12.9,72.14,84.65,1
4.04,11.49,12.11,73.1,76.67,1
2.24,10.42,15.47,74.25,87.58,1
3.71,10.94,12.18,66.15,57.45,1
5.86,11.74,12.45,52.11,82.52,1
4.8,10.72,14.01,57.7,82.87,1
7.97,6.29,17.22,65.91,88.83,0
6.64,13.13,15.48,62.63,84.79,1
9.77,8.46,12.93,46.2,88.25,1
6.08,13.54,15.68,78.07,75.84,1
2.34,11.69,14.02,70.49,84.32,1
3.57,11.94,12.67,74.98,79.18,1
1.07,12.16,15.46,27.03,78.19,1
5.36,13.15,12.75,66.67,83.43,1
4.75,12.75,12.89,63.28,76.31,1
0.56,13.42,12.55,74.12,76.54,1
3.71,12.22,14.54,67.03,125.36,1
2.95,13.19,15.41,62.02,83.59,1
6.65,10.31,15.42,62.82,85.37,1
2.15,12.65,13.7,64.07,88.96,1
2.53,12.76,15.58,56.07,77.61,1
6.26,11.63,10.85,92.63,72.98,1
3.24,12.49,14.7,60.55,72.3,1
2.23,12.21,12.15,58.95,73.0,1
3.62,10.24,9.31,57.23,82.56,1
8.03,5.4,15.06,31.64,76.06,1
3.99,17.07,13.07,62.11,82.29,1
3.99,11.8,17.89,73.32,87.5,0
7.55,10.48,12.37,58.37,79.88,1
3.89,10.4,14.43,22.51,80.0,1
6.13,12.62,12.82,52.12,89.87,1
3.97,12.94,15.18,25.6,75.16,1
5.69,13.35,8.55,79.94,114.05,0
4.77,10.66,12.74,65.57,82.94,1
6.11,7.07,13.41,51.33,83.14,1
1.43,10.33,18.38,81.14,81.43,1
4.9,13.59,14.56,63.84,77.11,1
6.41,13.69,9.19,69.71,85.16,1
5.18,13.17,13.79,53.29,88.08,1
4.1,13.72,14.71,50.24,86.95,1
2.67,10.72,12.7,53.77,71.49,1
6.81,6.41,12.16,60.64,79.16,1
5.15,11.31,12.86,64.06,73.2,0
2.59,12.25,15.8,67.85,124.58,1
1.27,10.82,12.62,68.02,84.75,1
3.89,11.83,13.07,75.14,86.08,1
2.22,10.94,14.6,62.07,80.91,1
5.36,12.79,14.11,73.18,80.9,1
2.36,11.23,13.13,52.1,52.67,1
6.08,13.17,13.18,63.63,71.04,1
2.19,13.05,13.37,34.93,75.88,1
3.54,11.29,16.17,65.29,81.52,1
0.77,17.63,13.27,112.85,126.06,1
3.59,13.89,13.18,63.92,74.87,1
3.31,13.15,10.68,74.29,85.24,1
4.36,10.51,13.75,51.49,80.88,1
3.41,10.81,11.79,58.83,74.93,1
4.98,12.12,15.73,55.29,78.64,1
4.1,12.62,12.44,51.72,89.5,1
6.57,12.46,18.4,64.75,76.63,1
6.41,12.84,14.65,72.82,80.77,1
3.47,10.67,12.16,72.93,78.34,1
3.99,12.21,12.48,67.44,73.09,1
4.53,11.11,15.86,62.03,79.33,1
0.51,13.14,13.38,118.98,81.05,1
5.07,10.65,13.22,60.07,89.18,1
4.54,12.66,15.65,73.93,74.69,1
7.73,12.27,17.57,63.97,82.3,0
2.53,11.24,13.47,53.63,76.09,1
0.54,7.05,13.1,87.65,52.64,1
1.17,11.59,13.07,56.27,85.85,1
3.98,13.63,14.78,60.87,78.74,1
5.84,11.7,14.82,64.12,76.92,1
2.8,10.47,15.77,68.05,85.36,0
4.4,10.45,16.34,71.13,86.74,0
6.72,11.64,13.76,53.2,78.8,0
5.46,12.02,13.36,72.1,74.39,1
2.19,10.11,14.3,64.15,75.01,1
5.69,12.13,14.11,72.78,55.68,1
2.46,11.62,15.43,67.7,74.25,1
5.29,10.11,11.41,73.4,113.94,0
3.14,11.63,15.05,74.87,88.95,1
3.57,12.47,15.73,54.47,55.25,1
4.39,6.27,14.03,54.0,81.5,1
3.26,11.3,15.62,56.03,73.73,1
6.25,8.89,15.32,51.67,72.52,1
3.79,12.04,12.53,75.51,75.93,1
5.9,13.46,14.75,64.39,71.39,1
2.19,12.85,12.79,81.02,77.17,0
5.0,10.74,9.45,55.39,78.96,1
5.45,13.85,15.82,54.62,89.1,1
5.69,11.2,14.45,59.62,89.6,1
2.67,8.61,17.44,75.12,74.83,0
3.01,10.71,14.22,69.65,74.52,1
2.41,12.27,15.26,71.71,85.29,1
3.7,12.13,14.14,59.11,73.6,1
7.87,12.34,12.24,55.04,81.11,1
5.11,12.08,12.15,72.23,74.54,1
2.21,11.43,13.96,54.85,80.6,1
6.59,12.5,14.32,31.48,84.57,1
2.71,15.65,12.64,69.18,87.77,1
4.76,12.49,14.67,40.82,81.48,1
3.36,11.22,15.82,72.15,87.73,1
5.35,11.76,14.33,74.92,74.3,1
4.37,10.9,10.15,116.4,95.69,1
6.57,13.86,14.56,64.57,75.34,1
4.25,12.83,8.98,50.67,73.98,1
4.12,13.68,15.01,57.43,71.37,1
1.61,12.79,13.25,62.95,86.06,1
5.5,7.78,13.59,60.85,79.95,1
2.18,11.38,13.23,72.79,70.59,1
3.76,11.84,13.37,70.89,79.33,1
5.06,12.55,14.35,71.15,47.3,1
5.4,11.35,14.52,61.04,71.99,1
3.91,11.49,13.18,53.94,115.19,1
6.18,13.32,14.75,64.97,82.99,1
8.39,11.15,17.94,20.92,81.62,1
4.55,10.91,13.84,61.11,83.45,1
3.86,13.34,14.26,110.27,85.17,1
3.52,13.31,15.56,40.56,81.69,1
1.45,12.06,13.05,53.43,82.98,1
4.58,12.75,14.93,54.61,74.88,1
6.59,10.98,15.32,69.39,82.32,1
4.23,10.45,12.86,55.04,82.11,1
3.57,11.51,14.21,57.37,87.32,1
8.72,10.58,12.3,74.13,59.82,1
2.88,6.26,14.19,60.18,72.96,1
6.58,11.17,12.17,67.15,71.71,1
6.41,13.04,15.38,75.68,127.89,1
3.36,11.03,15.59,63.2,88.66,1
2.75,10.86,14.66,59.1,73.83,1
6.87,10.84,15.44,69.91,78.24,1
1.42,11.24,13.38,90.63,129.93,1
3.71,11.28,15.16,55.67,85.16,1
6.61,13.35,12.3,64.78,72.26,1
4.71,12.25,12.83,50.79,81.17,0
4.83,15.32,13.99,74.06,71.32,0
6.66,13.01,12.19,37.31,77.49,1
3.77,15.92,15.12,63.42,73.42,1
4.17,5.66,13.83,73.03,80.03,1
6.67,11.19,12.71,53.33,87.69,1
3.1,13.29,12.74,66.12,83.57,1
2.4,13.22,13.81,67.48,75.41,1
3.33,12.11,12.56,54.57,85.33,1
3.16,10.36,12.4,74.28,73.04,1
4.08,11.84,19.1,59.71,79.88,1
1.67,16.64,12.6,99.0,82.75,1
2.49,11.16,15.62,70.53,83.04,1
3.5,10.33,12.45,111.18,89.27,0
5.16,7.81,17.34,50.58,72.01,1
3.2,10.73,11.7,68.53,75.43,1
5.14,13.37,12.15,58.61,84.96,1
3.38,11.36,12.5,68.64,74.02,1
3.17,13.01,8.22,58.46,85.29,1
2.43,11.07,13.71,71.91,43.57,1
5.2,12.42,14.94,65.61,76.14,1
4.75,12.3,14.9,62.44,82.86,1
4.65,13.12,13.04,58.13,84.24,1
6.52,15.84,14.73,73.6,41.23,1
4.73,13.76,13.99,70.69,72.65,1
4.08,10.2,11.41,68.38,88.28,1
4.86,12.48,13.69,70.04,83.16,1
2.73,10.53,14.02,64.95,70.14,1
9.07,10.72,13.49,56.1,83.25,1
3.7,13.27,12.44,75.55,85.9,1
5.15,13.84,15.71,65.31,84.62,1
3.43,8.83,15.64,98.02,75.53,1
4.68,10.32,13.86,101.08,79.81,1
2.22,13.71,14.71,74.91,75.98,1
6.41,11.4,14.46,58.93,81.04,1
2.97,11.71,14.61,77.09,113.58,1
6.37,13.65,12.83,35.85,74.15,1
6.3,11.84,11.79,107.48,98.39,1
5.78,11.29,13.95,25.49,77.42,1
7.34,13.46,13.54,60.46,86.06,1
5.88,12.16,14.48,66.41,79.52,1
4.88,13.01,14.69,73.5,79.69,1
4.93,17.62,18.47,59.27,72.28,0
4.96,7.4,13.23,59.63,84.73,1
6.69,12.99,14.06,75.68,72.65,1
2.32,12.55,12.7,63.44,86.15,1
5.1,13.43,15.19,50.38,76.81,1
2.85,13.12,13.6,53.45,86.85,1
4.11,8.57,16.26,75.56,72.83,0
4.31,10.26,15.73,34.5,75.83,1
3.33,11.76,12.37,85.91,71.22,1
6.8,12.29,14.86,67.31,77.43,1
2.2,8.15,15.22,62.28,84.44,1
6.78,10.83,13.81,61.44,71.9,1
6.81,13.65,15.09,71.31,71.19,1
3.31,13.73,12.8,73.42,79.01,1
6.67,13.84,13.51,54.78,88.7,1
1.69,13.5,12.67,64.35,57.42,1
4.97,12.4,13.25,61.67,127.36,1
6.25,13.74,14.86,57.31,78.14,1
6.02,10.94,13.36,68.99,75.17,1
3.8,12.15,12.71,60.02,70.2,1
5.69,11.46,13.18,51.82,82.93,1
5.72,13.04,13.42,51.5,79.3,1
3.84,13.02,14.47,59.83,77.05,1
2.37,12.27,11.85,58.02,82.24,1
2.18,10.8,11.05,60.11,78.46,1
4.05,13.8,14.64,54.9,77.24,1
2.92,13.26,14.87,65.19,84.69,1
0.6,5.23,9.64,68.28,64.37,1
9.56,13.05,15.63,69.75,68.51,0
1.84,5.34,17.39,48.02,85.12,1
6.45,11.32,14.88,54.08,76.35,1
4.78,12.46,15.19,24.49,79.21,0
4.91,12.27,15.79,54.94,75.72,1
4.48,12.22,15.46,50.63,83.01,1
6.27,11.97,15.14,55.16,74.07,0
1.38,12.52,13.0,38.89,81.84,1
7.16,11.04,12.78,55.83,76.84,1
8.6,13.08,15.62,68.71,83.63,1
6.47,11.84,15.1,71.39,118.59,1
8.92,11.8,14.58,67.61,87.87,1
5.73,10.17,13.78,71.44,82.43,1
4.37,10.79,15.84,50.69,56.06,1
5.47,10.43,14.25,67.34,76.46,1
3.14,13.12,14.81,57.92,81.72,1
6.17,10.86,13.13,70.55,70.94,1
2.27,11.01,18.37,105.85,79.99,0
4.48,11.13,15.14,62.28,72.53,1
6.5,12.52,13.96,54.71,88.56,1
2.97,12.52,13.13,67.44,75.59,0
4.25,10.29,14.5,55.36,73.89,1
6.03,12.24,14.75,53.24,83.23,1
2.96,11.46,14.67,68.73,82.79,1
3.82,12.4,14.17,108.88,71.34,1
0.95,10.57,15.68,68.29,59.58,1
4.79,12.48,12.14,60.29,87.13,1
4.43,11.41,14.19,62.68,89.79,1
3.12,11.22,12.8,53.66,85.88,1
2.87,10.37,13.92,59.01,88.63,1
5.21,13.82,13.72,57.14,86.64,1
5.15,12.62,13.15,75.59,70.19,1
4.6,10.47,15.37,52.76,116.26,1
5.64,11.73,15.25,62.78,70.34,1
2.55,12.09,12.55,56.32,70.11,1
4.66,10.51,13.56,50.49,77.98,1
5.98,10.31,10.42,55.21,40.79,1
3.0,11.7,12.43,57.4,77.34,1
6.34,10.4,12.25,73.46,79.07,1
4.83,10.38,15.76,65.65,85.05,1
2.38,13.56,13.1,26.97,75.62,1
